source_file,department,section,sub_section,kpi_name,uom,type,date,value
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2023-08-01,8.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2023-09-01,8.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2023-10-01,8.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2023-11-01,8.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2023-12-01,8.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2024-01-01,8.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2024-02-01,8.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2024-03-01,8.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2024-04-01,8.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2024-05-01,8.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2024-06-01,8.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2024-07-01,288.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2024-08-01,288.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2024-09-01,288.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2024-10-01,288.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2024-11-01,288.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2024-12-01,288.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2025-01-01,288.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2025-02-01,288.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Plan,2025-03-01,288.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Actual,2023-04-01,4.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Actual,2023-05-01,5.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Actual,2023-06-01,6.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Actual,2023-07-01,4.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Actual,2023-08-01,6.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Actual,2023-09-01,7.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Actual,2023-10-01,5.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Actual,2023-11-01,6.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Actual,2023-12-01,4.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Actual,2024-01-01,5.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Actual,2024-02-01,6.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Actual,2024-03-01,5.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Actual,2024-04-01,7.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,No. of offtakes sealed per day after charging CO#4,Numbers,Actual,2024-05-01,5.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2023-04-01,38161.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2023-05-01,38161.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2023-06-01,38161.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2023-07-01,38161.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2023-08-01,38161.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2023-09-01,38161.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2023-10-01,38161.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2023-11-01,38161.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2023-12-01,38161.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2024-01-01,38161.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2024-02-01,38161.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2024-03-01,38161.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2024-04-01,32417.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2024-05-01,32417.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2024-06-01,32417.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2024-07-01,32417.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2024-08-01,32417.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2024-09-01,32417.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2024-10-01,32417.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2024-11-01,32417.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2024-12-01,32417.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2025-01-01,32417.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2025-02-01,32417.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Plan,2025-03-01,32417.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2023-04-01,39189.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2023-05-01,38980.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2023-06-01,33483.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2023-07-01,31578.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2023-08-01,29152.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2023-09-01,29152.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2023-10-01,28345.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2023-11-01,31851.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2023-12-01,35331.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2024-01-01,35809.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2024-02-01,35929.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2024-03-01,35415.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2024-04-01,34694.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2024-05-01,31983.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2024-06-01,30557.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2024-07-01,30141.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2024-08-01,30186.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,Reduce Coke conversion Cost/Marginal Cost at CO 3,Rs/Ton of BF Coke,Actual,2024-09-01,29843.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2023-04-01,26553.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2023-05-01,26553.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2023-06-01,26553.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2023-07-01,26553.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2023-08-01,26553.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2023-09-01,26553.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2023-10-01,26553.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2023-11-01,26553.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2023-12-01,26553.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2024-01-01,26553.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2024-02-01,26553.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2024-03-01,26553.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2024-04-01,22747.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2024-05-01,22747.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2024-06-01,22747.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2024-07-01,21262.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2024-08-01,22747.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2024-09-01,22747.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2024-10-01,22747.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2024-11-01,22747.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2024-12-01,22747.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2025-01-01,22747.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2025-02-01,22747.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Plan,2025-03-01,22747.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2023-04-01,27201.0403407815
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2023-05-01,27994.7912708868
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2023-06-01,23322.867695923
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2023-07-01,22306.59
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2023-08-01,21011.58
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2023-09-01,21011.58
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2023-10-01,20990.94
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2023-11-01,23227.47
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2023-12-01,25483.68
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2024-01-01,25886.87
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2024-02-01,25923.13
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2024-03-01,25461.88
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2024-04-01,25081.08
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2024-05-01,23338.14
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2024-06-01,22571.81
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2024-07-01,21279.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2024-08-01,21061.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,Reduce Coal Blend Cost at CO 3,Rs/Ton of Coal,Actual,2024-09-01,20815.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2022-04-01,18.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2022-05-01,18.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2022-06-01,18.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2022-07-01,18.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2022-08-01,18.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2022-09-01,18.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2022-10-01,18.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2022-11-01,18.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2022-12-01,18.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2023-01-01,18.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2023-02-01,18.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2023-03-01,18.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2023-04-01,18.5
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2023-05-01,18.5
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2023-06-01,18.5
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2023-07-01,18.5
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2023-08-01,18.5
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2023-09-01,18.5
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2023-10-01,18.5
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2023-11-01,18.5
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2023-12-01,18.5
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2024-01-01,18.5
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2024-02-01,18.5
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2024-03-01,18.5
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2024-04-01,24.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2024-05-01,24.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2024-06-01,24.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2024-07-01,24.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2024-08-01,24.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2024-09-01,24.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2024-10-01,24.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2024-11-01,24.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2024-12-01,24.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2025-01-01,24.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2025-02-01,24.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Plan,2025-03-01,24.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2022-04-01,18.598891598125377
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2022-05-01,18.999999999999996
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2022-06-01,16.533416801547943
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2022-07-01,14.96280169986403
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2022-08-01,13.350237733784503
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2022-09-01,17.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2022-10-01,16.56439152408338
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2022-11-01,16.404490530399414
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2022-12-01,16.90495141567183
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2023-01-01,17.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2023-02-01,17.195931006872478
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2023-03-01,17.5
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2023-04-01,17.49999999999998
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2023-05-01,17.49999999999998
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2023-06-01,17.500000000000007
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2023-07-01,11.981054491425814
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2023-08-01,9.999999999999979
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Weak coals in the coal blend CO 3,%,Actual,2023-09-01,9.999999999999995
