source_file,department,section,sub_section,kpi_name,sheet_name,month_year,date,actual,plan,ucl,cl,lcl
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Power Consumption CO#3,CKPI Sp Power Cons CO 3,2026-04-30,2026-04-01,81.49512760311904,,83.77,79.38,75.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Power Consumption CO#3,CKPI Sp Power Cons CO 3,2026-04-30,2026-04-02,81.02447320368213,,83.77,79.38,75.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Power Consumption CO#3,CKPI Sp Power Cons CO 3,2026-04-30,2026-04-03,79.36864064170102,,83.77,79.38,75.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Power Consumption CO#3,CKPI Sp Power Cons CO 3,2026-04-30,2026-04-04,79.98713988370683,,83.77,79.38,75.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Power Consumption CO#3,CKPI Sp Power Cons CO 3,2026-04-30,2026-04-05,80.90998754501672,,83.77,79.38,75.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Power Consumption CO#3,CKPI Sp Power Cons CO 3,2026-04-30,2026-04-06,78.54320549980528,,83.77,79.38,75.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Power Consumption CO#3,CKPI Sp Power Cons CO 3,2026-04-30,2026-04-07,78.75789542889008,,83.77,79.38,75.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Power Consumption CO#3,CKPI Sp Power Cons CO 3,2026-04-30,2026-04-08,79.0320255867535,,83.77,79.38,75.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Power Consumption CO#3,CKPI Sp Power Cons CO 3,2026-04-30,2026-04-09,80.11613758846599,,83.77,79.38,75.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Power Consumption CO#3,CKPI Sp Power Cons CO 3,2026-04-30,2026-04-10,83.21716357582191,,83.77,79.38,75.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Power Consumption CO#3,CKPI Sp Power Cons CO 3,2026-04-30,2026-04-11,81.83330953475227,,83.77,79.38,75.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Power Consumption CO#3,CKPI Sp Power Cons CO 3,2026-04-30,2026-04-12,80.59474847084637,,83.77,79.38,75.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Power Consumption CO#3,CKPI Sp Power Cons CO 3,2026-04-30,2026-04-13,80.7288088966281,,83.77,79.38,75.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Power Consumption CO#4,CKPI Sp Power Cons CO 4,2026-04-30,2026-04-01,66.98184355899976,,70.87,67.08,63.29
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Power Consumption CO#4,CKPI Sp Power Cons CO 4,2026-04-30,2026-04-02,67.24232408030487,,70.87,67.08,63.29
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Power Consumption CO#4,CKPI Sp Power Cons CO 4,2026-04-30,2026-04-03,69.31680983234565,,70.87,67.08,63.29
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Power Consumption CO#4,CKPI Sp Power Cons CO 4,2026-04-30,2026-04-04,70.24529554462805,,70.87,67.08,63.29
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Power Consumption CO#4,CKPI Sp Power Cons CO 4,2026-04-30,2026-04-05,67.8461092732206,,70.87,67.08,63.29
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Power Consumption CO#4,CKPI Sp Power Cons CO 4,2026-04-30,2026-04-06,67.53047615786382,,70.87,67.08,63.29
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Power Consumption CO#4,CKPI Sp Power Cons CO 4,2026-04-30,2026-04-07,67.13835478146927,,70.87,67.08,63.29
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Power Consumption CO#4,CKPI Sp Power Cons CO 4,2026-04-30,2026-04-08,67.09237008056694,,70.87,67.08,63.29
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Power Consumption CO#4,CKPI Sp Power Cons CO 4,2026-04-30,2026-04-09,65.55668271999808,,70.87,67.08,63.29
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Power Consumption CO#4,CKPI Sp Power Cons CO 4,2026-04-30,2026-04-10,66.51649400041259,,70.87,67.08,63.29
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Power Consumption CO#4,CKPI Sp Power Cons CO 4,2026-04-30,2026-04-11,70.73085823909368,,70.87,67.08,63.29
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Power Consumption CO#4,CKPI Sp Power Cons CO 4,2026-04-30,2026-04-12,68.88551959408814,,70.87,67.08,63.29
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Power Consumption CO#4,CKPI Sp Power Cons CO 4,2026-04-30,2026-04-13,65.15346390002186,,70.87,67.08,63.29
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Specific Heat Consumption CO#3,CKPI Sp Fuel Cons CO 3,2026-04-30,2026-04-01,0.8197750144174132,,0.87,0.8145,0.7589
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Specific Heat Consumption CO#3,CKPI Sp Fuel Cons CO 3,2026-04-30,2026-04-02,0.832391179135938,,0.87,0.8145,0.7589
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Specific Heat Consumption CO#3,CKPI Sp Fuel Cons CO 3,2026-04-30,2026-04-03,0.833515630945688,,0.87,0.8145,0.7589
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Specific Heat Consumption CO#3,CKPI Sp Fuel Cons CO 3,2026-04-30,2026-04-04,0.8287440477390461,,0.87,0.8145,0.7589
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Specific Heat Consumption CO#3,CKPI Sp Fuel Cons CO 3,2026-04-30,2026-04-05,0.8302579234581284,,0.87,0.8145,0.7589
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Specific Heat Consumption CO#3,CKPI Sp Fuel Cons CO 3,2026-04-30,2026-04-06,0.8138723650687689,,0.87,0.8145,0.7589
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Specific Heat Consumption CO#3,CKPI Sp Fuel Cons CO 3,2026-04-30,2026-04-07,0.8121274931836561,,0.87,0.8145,0.7589
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Specific Heat Consumption CO#3,CKPI Sp Fuel Cons CO 3,2026-04-30,2026-04-08,0.8233394095393344,,0.87,0.8145,0.7589
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Specific Heat Consumption CO#3,CKPI Sp Fuel Cons CO 3,2026-04-30,2026-04-09,0.8385491439834738,,0.87,0.8145,0.7589
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Specific Heat Consumption CO#3,CKPI Sp Fuel Cons CO 3,2026-04-30,2026-04-10,0.8668616890902759,,0.87,0.8145,0.7589
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Specific Heat Consumption CO#3,CKPI Sp Fuel Cons CO 3,2026-04-30,2026-04-11,0.8472372227926396,,0.87,0.8145,0.7589
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Specific Heat Consumption CO#3,CKPI Sp Fuel Cons CO 3,2026-04-30,2026-04-12,0.7659770839470837,,0.87,0.8145,0.7589
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Specific Heat Consumption CO#4,CKPI Sp Fuel Cons CO 4,2026-04-30,2026-04-01,0.8272865490653558,,0.9125,0.8174,0.7223
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Specific Heat Consumption CO#4,CKPI Sp Fuel Cons CO 4,2026-04-30,2026-04-02,0.8325131733113166,,0.9125,0.8174,0.7223
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Specific Heat Consumption CO#4,CKPI Sp Fuel Cons CO 4,2026-04-30,2026-04-03,0.8186709051103389,,0.9125,0.8174,0.7223
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Specific Heat Consumption CO#4,CKPI Sp Fuel Cons CO 4,2026-04-30,2026-04-04,0.8107455010650709,,0.9125,0.8174,0.7223
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Specific Heat Consumption CO#4,CKPI Sp Fuel Cons CO 4,2026-04-30,2026-04-05,0.7911181885483848,,0.9125,0.8174,0.7223
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Specific Heat Consumption CO#4,CKPI Sp Fuel Cons CO 4,2026-04-30,2026-04-06,0.8173193443346078,,0.9125,0.8174,0.7223
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Specific Heat Consumption CO#4,CKPI Sp Fuel Cons CO 4,2026-04-30,2026-04-07,0.7927881260219154,,0.9125,0.8174,0.7223
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Specific Heat Consumption CO#4,CKPI Sp Fuel Cons CO 4,2026-04-30,2026-04-08,0.8014372364875476,,0.9125,0.8174,0.7223
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Specific Heat Consumption CO#4,CKPI Sp Fuel Cons CO 4,2026-04-30,2026-04-09,0.779618383122902,,0.9125,0.8174,0.7223
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Specific Heat Consumption CO#4,CKPI Sp Fuel Cons CO 4,2026-04-30,2026-04-10,0.7837650201001722,,0.9125,0.8174,0.7223
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Specific Heat Consumption CO#4,CKPI Sp Fuel Cons CO 4,2026-04-30,2026-04-11,0.8517618478955551,,0.9125,0.8174,0.7223
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Specific Heat Consumption CO#4,CKPI Sp Fuel Cons CO 4,2026-04-30,2026-04-12,0.7971289066970217,,0.9125,0.8174,0.7223
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3&4,CO 4,Coke Oven 4 Utility Consumption,MKPI Utility Cost CO 4,2026-04-30,2026-04-01,1970.026444744736,,2129.1,1945.0,1761.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3&4,CO 4,Coke Oven 4 Utility Consumption,MKPI Utility Cost CO 4,2026-04-30,2026-04-02,1961.3716320589872,,2129.1,1945.0,1761.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3&4,CO 4,Coke Oven 4 Utility Consumption,MKPI Utility Cost CO 4,2026-04-30,2026-04-03,1954.932948113042,,2129.1,1945.0,1761.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3&4,CO 4,Coke Oven 4 Utility Consumption,MKPI Utility Cost CO 4,2026-04-30,2026-04-04,1904.4870129872145,,2129.1,1945.0,1761.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3&4,CO 4,Coke Oven 4 Utility Consumption,MKPI Utility Cost CO 4,2026-04-30,2026-04-05,1946.888761721364,,2129.1,1945.0,1761.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3&4,CO 4,Coke Oven 4 Utility Consumption,MKPI Utility Cost CO 4,2026-04-30,2026-04-06,1902.557408702338,,2129.1,1945.0,1761.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3&4,CO 4,Coke Oven 4 Utility Consumption,MKPI Utility Cost CO 4,2026-04-30,2026-04-07,1917.6736612051063,,2129.1,1945.0,1761.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3&4,CO 4,Coke Oven 4 Utility Consumption,MKPI Utility Cost CO 4,2026-04-30,2026-04-08,1874.430081239864,,2129.1,1945.0,1761.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3&4,CO 4,Coke Oven 4 Utility Consumption,MKPI Utility Cost CO 4,2026-04-30,2026-04-09,1884.45314298917,,2129.1,1945.0,1761.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3&4,CO 4,Coke Oven 4 Utility Consumption,MKPI Utility Cost CO 4,2026-04-30,2026-04-10,2002.1449608406376,,2129.1,1945.0,1761.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Water Consumption CO#3,CKPI Water Cons CO 3,2026-04-30,2026-04-01,3010.0,,3203.1,3046.5,2890.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Water Consumption CO#3,CKPI Water Cons CO 3,2026-04-30,2026-04-02,3249.0,,3203.1,3046.5,2890.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Water Consumption CO#3,CKPI Water Cons CO 3,2026-04-30,2026-04-03,3029.0,,3203.1,3046.5,2890.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Water Consumption CO#3,CKPI Water Cons CO 3,2026-04-30,2026-04-04,3053.0,,3203.1,3046.5,2890.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Water Consumption CO#3,CKPI Water Cons CO 3,2026-04-30,2026-04-05,3023.0,,3203.1,3046.5,2890.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Water Consumption CO#3,CKPI Water Cons CO 3,2026-04-30,2026-04-06,3194.0,,3203.1,3046.5,2890.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Water Consumption CO#3,CKPI Water Cons CO 3,2026-04-30,2026-04-07,3099.0,,3203.1,3046.5,2890.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Water Consumption CO#3,CKPI Water Cons CO 3,2026-04-30,2026-04-08,3156.0,,3203.1,3046.5,2890.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Water Consumption CO#3,CKPI Water Cons CO 3,2026-04-30,2026-04-09,3118.0,,3203.1,3046.5,2890.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Water Consumption CO#3,CKPI Water Cons CO 3,2026-04-30,2026-04-10,3063.0,,3203.1,3046.5,2890.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Water Consumption CO#3,CKPI Water Cons CO 3,2026-04-30,2026-04-11,3140.0,,3203.1,3046.5,2890.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Water Consumption CO#3,CKPI Water Cons CO 3,2026-04-30,2026-04-12,3301.0,,3203.1,3046.5,2890.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Water Consumption CO#3,CKPI Water Cons CO 3,2026-04-30,2026-04-13,3241.0,,3203.1,3046.5,2890.0
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Water Consumption  CO#4,CKPI Water Cons CO 4,2026-04-30,2026-04-01,4257.0,,4623.2,4272.7,3922.3
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Water Consumption  CO#4,CKPI Water Cons CO 4,2026-04-30,2026-04-02,4402.0,,4623.2,4272.7,3922.3
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Water Consumption  CO#4,CKPI Water Cons CO 4,2026-04-30,2026-04-03,4211.0,,4623.2,4272.7,3922.3
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Water Consumption  CO#4,CKPI Water Cons CO 4,2026-04-30,2026-04-04,4209.0,,4623.2,4272.7,3922.3
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Water Consumption  CO#4,CKPI Water Cons CO 4,2026-04-30,2026-04-05,4232.0,,4623.2,4272.7,3922.3
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Water Consumption  CO#4,CKPI Water Cons CO 4,2026-04-30,2026-04-06,4194.0,,4623.2,4272.7,3922.3
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Water Consumption  CO#4,CKPI Water Cons CO 4,2026-04-30,2026-04-07,4194.0,,4623.2,4272.7,3922.3
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Water Consumption  CO#4,CKPI Water Cons CO 4,2026-04-30,2026-04-08,4199.0,,4623.2,4272.7,3922.3
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Water Consumption  CO#4,CKPI Water Cons CO 4,2026-04-30,2026-04-09,4207.0,,4623.2,4272.7,3922.3
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Water Consumption  CO#4,CKPI Water Cons CO 4,2026-04-30,2026-04-10,4175.0,,4623.2,4272.7,3922.3
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Water Consumption  CO#4,CKPI Water Cons CO 4,2026-04-30,2026-04-11,4355.0,,4623.2,4272.7,3922.3
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Water Consumption  CO#4,CKPI Water Cons CO 4,2026-04-30,2026-04-12,4301.0,,4623.2,4272.7,3922.3
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Water Consumption  CO#4,CKPI Water Cons CO 4,2026-04-30,2026-04-13,4119.0,,4623.2,4272.7,3922.3
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Sulphur CO#3,CKPI Coke Sulfur CO 3,2026-04-30,2026-04-01,0.59,,0.62716,0.59258,0.55801
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Sulphur CO#3,CKPI Coke Sulfur CO 3,2026-04-30,2026-04-02,0.6,,0.62716,0.59258,0.55801
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Sulphur CO#3,CKPI Coke Sulfur CO 3,2026-04-30,2026-04-03,0.58,,0.62716,0.59258,0.55801
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Sulphur CO#3,CKPI Coke Sulfur CO 3,2026-04-30,2026-04-04,0.59,,0.62716,0.59258,0.55801
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Sulphur CO#3,CKPI Coke Sulfur CO 3,2026-04-30,2026-04-05,0.59,,0.62716,0.59258,0.55801
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Sulphur CO#3,CKPI Coke Sulfur CO 3,2026-04-30,2026-04-06,0.61,,0.62716,0.59258,0.55801
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Sulphur CO#3,CKPI Coke Sulfur CO 3,2026-04-30,2026-04-07,0.59,,0.62716,0.59258,0.55801
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Sulphur CO#3,CKPI Coke Sulfur CO 3,2026-04-30,2026-04-08,0.58,,0.62716,0.59258,0.55801
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Sulphur CO#3,CKPI Coke Sulfur CO 3,2026-04-30,2026-04-09,0.6,,0.62716,0.59258,0.55801
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Sulphur CO#3,CKPI Coke Sulfur CO 3,2026-04-30,2026-04-10,0.61,,0.62716,0.59258,0.55801
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Sulphur CO#3,CKPI Coke Sulfur CO 3,2026-04-30,2026-04-11,0.58,,0.62716,0.59258,0.55801
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Sulphur CO#3,CKPI Coke Sulfur CO 3,2026-04-30,2026-04-12,0.59,,0.62716,0.59258,0.55801
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Sulphur CO#3,CKPI Coke Sulfur CO 3,2026-04-30,2026-04-13,0.61,,0.62716,0.59258,0.55801
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Coke Sulphur CO#4,CKPI Coke Sulfur CO 4,2026-04-30,2026-04-01,0.6,,0.62087,0.58806,0.55526
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Coke Sulphur CO#4,CKPI Coke Sulfur CO 4,2026-04-30,2026-04-02,0.59,,0.62087,0.58806,0.55526
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Coke Sulphur CO#4,CKPI Coke Sulfur CO 4,2026-04-30,2026-04-03,0.6,,0.62087,0.58806,0.55526
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Coke Sulphur CO#4,CKPI Coke Sulfur CO 4,2026-04-30,2026-04-04,0.61,,0.62087,0.58806,0.55526
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Coke Sulphur CO#4,CKPI Coke Sulfur CO 4,2026-04-30,2026-04-05,0.61,,0.62087,0.58806,0.55526
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Coke Sulphur CO#4,CKPI Coke Sulfur CO 4,2026-04-30,2026-04-06,0.62,,0.62087,0.58806,0.55526
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Coke Sulphur CO#4,CKPI Coke Sulfur CO 4,2026-04-30,2026-04-07,0.61,,0.62087,0.58806,0.55526
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Coke Sulphur CO#4,CKPI Coke Sulfur CO 4,2026-04-30,2026-04-08,0.59,,0.62087,0.58806,0.55526
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Coke Sulphur CO#4,CKPI Coke Sulfur CO 4,2026-04-30,2026-04-09,0.58,,0.62087,0.58806,0.55526
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Coke Sulphur CO#4,CKPI Coke Sulfur CO 4,2026-04-30,2026-04-10,0.61,,0.62087,0.58806,0.55526
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Coke Sulphur CO#4,CKPI Coke Sulfur CO 4,2026-04-30,2026-04-11,0.59,,0.62087,0.58806,0.55526
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Coke Sulphur CO#4,CKPI Coke Sulfur CO 4,2026-04-30,2026-04-12,0.6,,0.62087,0.58806,0.55526
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #4,,Coke Sulphur CO#4,CKPI Coke Sulfur CO 4,2026-04-30,2026-04-13,0.6,,0.62087,0.58806,0.55526
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Ash CO#3,CKPI Coke Ash CO 3,2026-04-30,2026-04-01,13.48,,13.749,13.256,12.763
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Ash CO#3,CKPI Coke Ash CO 3,2026-04-30,2026-04-02,13.65,,13.749,13.256,12.763
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Ash CO#3,CKPI Coke Ash CO 3,2026-04-30,2026-04-03,13.36,,13.749,13.256,12.763
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Ash CO#3,CKPI Coke Ash CO 3,2026-04-30,2026-04-04,13.43,,13.749,13.256,12.763
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Ash CO#3,CKPI Coke Ash CO 3,2026-04-30,2026-04-05,13.66,,13.749,13.256,12.763
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Ash CO#3,CKPI Coke Ash CO 3,2026-04-30,2026-04-06,13.35,,13.749,13.256,12.763
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Ash CO#3,CKPI Coke Ash CO 3,2026-04-30,2026-04-07,13.26,,13.749,13.256,12.763
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Ash CO#3,CKPI Coke Ash CO 3,2026-04-30,2026-04-08,13.31,,13.749,13.256,12.763
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Ash CO#3,CKPI Coke Ash CO 3,2026-04-30,2026-04-09,13.68,,13.749,13.256,12.763
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Ash CO#3,CKPI Coke Ash CO 3,2026-04-30,2026-04-10,13.63,,13.749,13.256,12.763
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Ash CO#3,CKPI Coke Ash CO 3,2026-04-30,2026-04-11,13.6,,13.749,13.256,12.763
Copy of DWM CO3 & CO4  April26 REV 01.xlsm,Coke Ovens,Coke Oven #3,,Coke Ash CO#3,CKPI Coke Ash CO 3,2026-04-30,2026-04-12,13.65,,13.749,13.256,12.763
